Exercise Name,Muscle Group,Exercise Image URL,Muscles Worked Image,Commentary,Page URL,Avg Rep,Avg Break
Box Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Box-Squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-box-squat.png?resize=700%2C700&ssl=1,"The box squat is a variant of the squat where you use a box (or bench or similar) to squat down against. The exercise can be performed in several ways. One way is to only slightly touch the box with your glutes when you squat. That is: you never really put much of your weight at all on the box. Used this way, the box can serve as an indicator for you, helping you make sure that you are reaching your desired depth. Another common way to perform the exercise, is to actually sit down and put your weight on the box for a few moments, before you rise up again. Used this way, box squats can spare your joints from the otherwise high forces that are generated when you turn in the bottom of a squat. It can also teach positional awareness and train force generation from the bottom.",https://www.strengthlog.com/box-squat/,5,180
Bulgarian Split Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Bulgarian-split-squat-barbell.gif?resize=600%2C600&ssl=1,,,https://www.strengthlog.com/bulgarian-split-squat/,5,180
Chair Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/chair-squats.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-by-chair-squats.jpg?resize=700%2C700&ssl=1,"This is the home version of the box squat. It is suitable if you can not do a squat with full depth yet, or if you want to restrict the depth because of an injury.",https://www.strengthlog.com/chair-squats/,5,120
Dumbbell Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Lunge.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-dumbbell-lunge.png?resize=700%2C700&ssl=1,"The lunge is an exercise that not only strengthens your leg muscles, but it can also be used to train your balance, coordination and control. An alternative way to perform this exercise, that might feel easier on your knees, is to take a step backward instead of forward.",https://www.strengthlog.com/dumbbell-lunge/,5,120
Dumbbell Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/dumbbell-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-dumbbell-squats.png?resize=700%2C700&ssl=1,"The dumbbell squat is a squatting variant that differs from the traditional barbell squat in several ways. Two advantages of the dumbbell squat are that it is easy to learn, and you can drop the weights at any moment if you need to. That can make this exercise suitable for beginners, children och the elderly, for example. A disadvantage compared to the barbell squat is that it is difficult to use very heavy weights in this exercise, which means that you eventually might have difficulties increasing the load. If you are having trouble squatting deep, try letting go of one dumbbell, and hold the other one in both hands in front of you, against your chest. See goblet squat for a demonstration.",https://www.strengthlog.com/dumbbell-squat/,5,120
Front Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/09/Front-squat.gif?resize=600%2C595&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/09/Muscles-worked-in-the-front-squat-exercise-1024x1024.jpg?resize=700%2C700&ssl=1,"The front squat is a variation of the barbell squat. This exercise shifts more work to your quadriceps, and also your back muscles have to work against a longer moment arm. The exercise mimics the catch position of a clean, and it is therefore a common exercise among Olympic weightlifters. Because the center of gravity is shifted forward compared to a regular squat, many find it easier to get deep in the front squat. However, the mobility demands increase in other joints, such as your ankles (which can be helped by lifting shoes with a raised heel) and in your shoulders and wrists. The latter might be solved by using an alternate grip: either by crossing your lower arms and placing your hands on top of the bar or by pulling lifting straps around the bar and holding onto these.",https://www.strengthlog.com/front-squat/,5,180
Glute Ham Raise,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/glute-ham-raise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-glute-ham-raise.png?resize=700%2C700&ssl=1,"The glute ham raise is an excellent exercise for strengthening the hamstrings and glutes. It provides effective isolation of the posterior thigh muscles, improving both strength and endurance",https://www.strengthlog.com/glute-ham-raise/,5,180
Goblet Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Goblet-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-goblet-squat.jpg?resize=700%2C700&ssl=1,,https://www.strengthlog.com/goblet-squat/,5,120
Hack Squat Machine,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/hack-squat-machine.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-hack-squat-machine.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/hack-squat-machine/,5,180
Half Air Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/half-air-squats.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-by-half-squats.jpg?resize=700%2C700&ssl=1,"The air squat is a classic exercise that requires no equipment. For the beginner, this exercise might initiate a strength gain all on it’s own, and for the more experienced trainee it might serve as a mobility-increasing exercise, warm-up or rehabilitation. You can aid your balance in this exercise by holding out your arms in front of you, or even holding a light weight, like in a goblet squat. This version of the air squat is suitable if you can not do a squat with full depth yet, or if you want to restrict the depth because of an injury.",https://www.strengthlog.com/half-body-weight-squats/,3,120
Hip Adduction Machine,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/hip-adduction-machine.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-hip-adduction-machine.png?resize=700%2C700&ssl=1,The hip adduction machine trains the muscles that adduct (brings together) your thighs.,https://www.strengthlog.com/hip-adduction-machine/,5,120
Jumping Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/01/jumping-lunges.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/muscles-workes-in-jumping-lunges.png?resize=700%2C700&ssl=1,"Jumping lunges are an alternative to regular lunges. The explosive jumping motion enhances muscle power and agility, targeting more muscle groups than a regular lunge. It’s an excellent way to improve balance and coordination while making it a highly efficient exercise for those looking to elevate their workout intensity.",https://www.strengthlog.com/jumping-lunges/,3,120
Landmine Hack Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/04/Landmine-Hack-Squat-Exercise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/11/Landmine-Hack-Squat-Muscles-Worked.jpg?resize=700%2C700&ssl=1,"The landmine hack squat is a blend of the hack squat and the landmine squat. In similarity to these exercises, the landmine hack squat primarily targets your leg muscles and does not place a lot of load on your lower back. This exercise can be a good choice if you want to emphasize your quadriceps muscles in a relatively stable exercise, but don’t have access to a hack squat machine.",https://www.strengthlog.com/landmine-hack-squat/,5,180
Landmine Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/04/Landmine-Squat-Exercise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/11/Landmine-squat-muscles-worked.jpg?resize=700%2C700&ssl=1,"The landmine squat is a relatively stable squatting exercise that doesn’t require a lot of mobility or tax your lower back very much. In terms of muscles worked and the overall feel, it somewhat resembles the goblet squat or front squat. This exercise is a good choice when you want to work your legs in a stable exercise that doesn’t put a lot of load on your lower back, but you don’t have access to a leg press or hack squat machine. Another variation of this exercise is the landmine hack squat.",https://www.strengthlog.com/landmine-squat/,5,180
Leg Curl On Ball,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/Leg-curl-on-ball.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/01/muscles-worked.png?resize=700%2C700&ssl=1,Leg curls are effective for strengthening the hamstrings and glutes. Using an exercise ball isn’t just a good alternative if you don’t have access to a leg curl machine; it also helps to improve your balance and core stability.,https://www.strengthlog.com/leg-curl-on-ball/,4,120
Leg Extension,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/leg-extension-seated.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/muscles-worked-in-leg-extension-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/leg-extension/,5,120
Leg Press,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/leg-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-leg-press.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/leg-press/,5,180
Lying Leg Curl,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/leg-curl-lying.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-lying-leg-curl.png?resize=700%2C700&ssl=1,The lying leg curl is an isolation exercise where it is easy to focus on the hamstrings. Be careful when adjusting the machine so that it suits your body. The most important aspect is to place the machine’s joint in line with your knees.,https://www.strengthlog.com/lying-leg-curl/,5,120
Nordic Hamstring Eccentric,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/nordic-hamstrings-eccentric.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/muscles-worked-seated-leg-curl.png?resize=700%2C700&ssl=1,This exercise emphasizes eccentric hamstring strength and can help prevent injury while improving overall posterior chain stability.,https://www.strengthlog.com/nordic-hamstring-eccentric/,6,180
Pause Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Pause-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-pause-squat.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/pause-squat/,5,180
Pistol Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Pistol-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-pistol-squat.png?resize=700%2C700&ssl=1,"The Pistol Squat is a challenging unilateral exercise that builds strength, balance, and mobility in the lower body. It’s excellent for targeting the quads, glutes, and stabilizing muscles.",https://www.strengthlog.com/pistol-squat/,5,120
Reverse Barbell Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/reverse-barbell-lunge.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/muscles-worked-in-reverse-barbell-lunge.png?resize=700%2C700&ssl=1,"The lunge is an exercise that not only strengthens your leg muscles, it can also be used to train your balance, coordination, and knee control. An alternative to using a barbell for external load is to hold weights (i.e., dumbbells or kettlebells) in your hands. An alternative way to perform this exercise is to take a step forward instead of backward.",https://www.strengthlog.com/reverse-barbell-lunge/,5,120
Romanian Deadlift,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/01/Romanian-deadlift.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/09/Muscles-worked-by-romanian-deadlifts.jpg?resize=700%2C700&ssl=1,,https://www.strengthlog.com/romanian-deadlift/,6,180
Safety Bar Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/safetybar-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Muscles-worked-by-safety-bar-squat.png?resize=700%2C700&ssl=1,"The safety bar squat is a variant of the classic barbell squat. The design of the bar means that the center of gravity of the weights ends up slightly further forward than they do in a barbell squat, which can make it easier to squat deep with good technique. By gripping handles instead of a straight bar, the requirement for mobility in the shoulders is also reduced somewhat. Experiment with foot placement to find one that feels good.",https://www.strengthlog.com/safety-bar-squat/,5,180
Seated Leg Curl,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/leg-curl-seated.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/muscles-worked-seated-leg-curl.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/seated-leg-curl/,5,120
Shallow Body Weight Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/shallow-lunges-bw.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-by-shallow-lunge.png?resize=700%2C700&ssl=1,"The lunge is a body weight exercise that not only strengthens your leg muscles, but it can also be used to train your balance, coordination and control. You can make the exercise heavier by holding weights in your hands. Shallow lunges is an easier edition of the body weight lunge. It is a suitable exercise if you can not do lunges with full depth yet, or if you want to restrict the depth due to an injury.",https://www.strengthlog.com/shallow-lunges-bodyweight/,4,120
Side Lunges (Bodyweight),Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/06/Side-lunges.gif?resize=566%2C566&ssl=1,,"Side lunges is a variant of the body weight lunge. The lunge is a body weight exercise that not only strengthens your leg muscles, but it can also be used to train your balance, coordination and control. Side lunges is an appropriate exercise to perform at home, since it is quite challenging even without extra weight. If you want to make it more challenging, you can add one or two dumbbells to your hands.",https://www.strengthlog.com/side-lunges-bodyweight/,4,120
Smith Machine Bulgarian Split Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/smith-machine-bss.gif?resize=600%2C600&ssl=1,,"The bulgarian split squat is an exercise that offers plenty of benefits. The exercise trains your thighs and glutes hard while also training your control and stability in your knees and hips. Because the load is placed on one leg at a time, the activation increases in your core muscles, particularly the ones at your sides.",https://www.strengthlog.com/smith-machine-bulgarian-split-squat/,5,180
Smith Machine Front Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Smith-machine-front-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-Smith-machine-front-squat.png?resize=700%2C700&ssl=1,"The front squat is a variation of the barbell squat. This exercise shifts more work to your quadriceps, and also your back muscles have to work against a longer moment arm. By performing it in the Smith Machine, you’ll get added stability to the movement. Because the center of gravity is shifted forward compared to a regular squat, many find it easier to get deep in the front squat. However, the mobility demands increase in other joints, such as your ankles (which can be helped by lifting shoes with a raised heel) and in your shoulders and wrists. The latter might be solved by using an alternate grip: either by crossing your lower arms and placing your hands on top of the bar or by pulling lifting straps around the bar and holding onto these.",https://www.strengthlog.com/smith-machine-front-squat/,5,180
Smith Machine Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/smith-machine-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-Smith-Machine-Squat.png?resize=700%2C700&ssl=1,"Smith machine squats differ from the free barbell squat primarily by its completely straight bar path, something that only happens in the free barbell squat when the bar is loaded with several times the lifter’s body weight. The fixed bar path lowers the requirements of balance and stabilization and might enable an increased focus on the muscles being trained.",https://www.strengthlog.com/smith-machine-squat/,5,180
Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/11/squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/05/Squat-muscles-worked.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/squat/,5,180
Step Up,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/03/step-up-exercise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-by-step-up.png?resize=700%2C700&ssl=1,"Step-ups have been shown to activate gluteus maximus even more than squats and hip thrusts do.1 It is a great exercise to do at home, since it is challenging even without weights. If you train at home, you can step up on whatever furniture you have at hand – a chair, a stair step or a bench, for example. However, if you want to make the exercise heavier, you can perform it with a pair of dumbbells or a barbell as well, as shown below.",https://www.strengthlog.com/step-up/,4,120
Zercher Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/11/zercher-squat.gif?resize=600%2C600&ssl=1,,,https://www.strengthlog.com/zercher-squat/,5,180
Zombie Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/zombie-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/09/Muscles-worked-in-the-front-squat-exercise-1024x1024.jpg?resize=700%2C700&ssl=1,"Zombie squats are a variation of front squat where the barbell balances on the front of your shoulders by you keeping the arms out straight in front of you. This is an exercise where you should start with an empty barbell or just a wooden stick, and then increase the weight very carefully.",https://www.strengthlog.com/zombie-squat/,5,180
Assisted Chin-Up,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/assisterade-chins-med-omvant-grepp.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-chin-ups.png?resize=700%2C700&ssl=1,"Chin-ups train both your lats and arm flexors effectively. With a supinated grip like in this exercise, you make it possible to focus even more on your arm flexors, if you want to. Assisted chin-ups are a good alternative if the chin-up is too heavy or if you want to be able to do more reps without adding too much workload. Many people are slightly stronger in this variation than in regular pull-ups (with a pronated grip), which makes this a good step on the way, or entry-level exercise, for you who are training to do your first pull-up.",https://www.strengthlog.com/assisted-chin-up/,4,120
Assisted Pull-Up,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/assisterade-chins.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-chin-ups.png?resize=700%2C700&ssl=1,"Pull-ups train both your lats and arm flexors effectively. By using a grip slightly wider than shoulder-width, you get a good range of motion and high muscle activation in all the working muscles. Assisted pull-ups are a good alternative if the pull-up is too heavy or if you want to be able to do more reps without adding too much workload.",https://www.strengthlog.com/assisted-pull-up/,4,120
Back Extension,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/05/back-extension-frontloaded.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-back-extension-1024x1024.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/back-extension/,5,120
Banded Muscle-Up,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/Banded-Muscle-Up.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/Muscles-worked-in-bar-muscle-up.png?resize=563%2C563&ssl=1,,https://www.strengthlog.com/banded-muscle-up/,5,180
Barbell Row,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/03/Barbell-Row.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Barbell-row-muscles-worked.png?resize=563%2C563&ssl=1,,https://www.strengthlog.com/barbell-row/,5,180
Barbell Shrug,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Shrug.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-barbell-shrug.png?resize=700%2C700&ssl=1,"The shrug is an isolation exercise for the muscles that lifts and supports your shoulder girdle, like the top portion of your trapezius among others. Dumbbells, barbell, and trap bar are all common tools for this exercise.",https://www.strengthlog.com/barbell-shrug/,5,120
Block Clean,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/block-clean.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-clean-exercise-1024x1024.png?resize=700%2C700&ssl=1,"The block clean is a variant of the clean exercise, in which you have removed the first pull from the floor. This makes it a potentially easier variant to begin with for learning the clean since you don’t have to focus on as many steps.",https://www.strengthlog.com/block-clean/,5,180
Block Snatch,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/block-snatch.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-in-the-block-snatch-exercise-1024x1024.png?resize=700%2C700&ssl=1,"The block snatch is a variant of the snatch exercise, in which you have removed the first pull from the floor. This makes the block snatch a potentially easier variant to begin with for learning the snatch, since you don’t have to focus on as many steps.",https://www.strengthlog.com/block-snatch/,5,180
Cable Close Grip Seated Row,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-row-seated-narrow-grip.gif?resize=600%2C600&ssl=1,,,https://www.strengthlog.com/cable-close-grip-seated-row/,5,120
Cable Wide Grip Seated Row,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-row-seated-wide-grip.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-seated-cable-row-with-wide-grip.png?resize=700%2C700&ssl=1,"Lean forward slightly in the starting position, and lean back slightly in the end position. Let your scapulae move freely by letting them slide forward in the starting position, and pull them back in the end position. Cable rows can be done with a wide or close grip, and most people find that they get better contact with their biceps with the close grip, and better contact with their back muscles with the wide grip.",https://www.strengthlog.com/cable-wide-grip-seated-row/,5,120
Chest to Bar,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/chest-to-bar.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/muscles-worked-chest-to-bar.png?resize=700%2C700&ssl=1,"Chest to Bar is a variation of pull-ups/chin-ups that require more strength and explosiveness than regular version of the exercise. They also demand greater shoulder mobility and scapular control. Additionally, they help improve body coordination and control, as you must pull yourself to a higher point compared to standard pull-ups.",https://www.strengthlog.com/chest-to-bar/,4,120
Chin-Up,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/chin-up.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-chin-ups.png?resize=700%2C700&ssl=1,"Chin-ups train both your lats and arm flexors effectively. With a supinated grip like in this exercise, you make it possible to focus even more on your arm flexors, if you want to. You can make the exercise heavier by adding extra weight, i.e. in a weight belt, or make it easier by slinging a rubber band around the bar and under your feet. Many people are slightly stronger in this variation than in regular pull-ups (with a pronated grip), which makes this a good step on the way, or entry-level exercise, for you who are training to do your first pull-up.",https://www.strengthlog.com/chin-up/,4,120
Clean,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/clean.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-clean-exercise-1024x1024.png?resize=700%2C700&ssl=1,"The clean is an exercise that develops power and strength in your lower body, and it has long been a staple when it comes to complementary training for other sports. The type of clean where it is possible to lift the most weight is the one where you squat deep to receive the bar – sometimes known as a squat clean. This variant can, however, be quite technically demanding, and a slightly easier variant is the power clean, where you only bend your knees slightly when receiving the bar.",https://www.strengthlog.com/clean/,5,180
Clean and Jerk,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/clean-and-jerk.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-clean-and-jerk.png?resize=700%2C700&ssl=1,"The clean and jerk is a classic barbell exercise, and one of the competition lifts in weightlifting. As the name suggests, the exercise is composed of two separate lifts: the clean, in which you lift the bar from the floor to the front of the shoulders, and the jerk, in which you push the bar up to straight arms over your head. Both lifts are also commonly trained separately, and can be done with many variations. The clean and jerk develop your explosive strength and power in almost your entire body.",https://www.strengthlog.com/clean-and-jerk/,5,180
Deadlift,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Deadlift.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/Deadlift-muscles-worked.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/deadlift/,5,180
Deficit Deadlift,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Defifict-deadlift.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-deficit-deadlifts.jpg?resize=700%2C700&ssl=1,"The deficit deadlift is a variant of the deadlift where you pull the bar standing on an elevation. This makes the lift harder due to more inefficient moment arms, and also increases the workload of the quadriceps. Deficit deadlifts are generally considered to be effective for increasing your strength off the floor in the regular deadlift.",https://www.strengthlog.com/deficit-deadlift/,5,180
Dumbbell Deadlift,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/dumbbell-deadlift.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-dumbbell-deadlift.png?resize=700%2C700&ssl=1,"The dumbbell deadlift is an exercise variant that differs from the traditional barbell deadlift in several ways. Two advantages of the dumbbell deadlift are that it is easy to learn, and you can drop the weights at any moment if you need to. That can make this exercise suitable for beginners, children och the elderly, for example. A disadvantage compared to the barbell deadlift is that it is difficult to use very heavy weights in this exercise, which means that you eventually might have difficulties increasing the load.",https://www.strengthlog.com/dumbbell-deadlift/,5,120
Dumbbell Row,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Row.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/muscles-worked-dumbbell-row-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/dumbbell-row/,5,120
Dumbbell Shrug,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Shrug.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/07/Muscles-worked-by-dumbbell-shrug.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/dumbbell-shrug/,5,120
Floor Back Extension,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/floor-back-extension.gif?resize=600%2C600&ssl=1,,Floor back extensions are a great exercise to do at home since it does not require any equipment. It could also serve as a warmup exercise if you want to activate your lower back.,https://www.strengthlog.com/floor-back-extension/,5,120
Good Morning,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Good-morning.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/09/Muscles-worked-in-the-good-morning-exercise-1024x1024.jpg?resize=700%2C700&ssl=1,The good morning is an exercise that trains your core effectively. Many use it as an assistance exercise for the squat and the deadlift. Try different foot and bar positions to find what you like best. Many people seem to prefer a rather wide stance and placing the bar low on their back.,https://www.strengthlog.com/good-morning/,5,180
Gorilla Row,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/gorilla-row-dumbbells.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-gorilla-row2.png?resize=700%2C700&ssl=1,"The gorilla row is a powerful exercise for building strength and stability in the upper back, lats, and core. It can be done with dumbbells or kettlebells.",https://www.strengthlog.com/gorilla-row/,5,120
Hang Clean,Back,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/hang-clean.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-hang-clean-exercise-1024x1024.png?resize=700%2C700&ssl=1,"The hang clean is a variant of the clean exercise, in which you have removed the first pull from the floor. This makes the hang clean a potentially easier variant to begin with for learning the clean, since you don’t have to focus on as many steps.",https://www.strengthlog.com/hang-clean/,5,180
